created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-10-10 02:54:02 +07,1915,29.40,1008.00,80.30,9.36,"88.00



",,,,
2020-10-10 02:59:05 +07,1916,29.20,1008.00,80.90,9.36,"88.00



",,,,
2020-10-10 03:19:17 +07,1917,29.40,1008.00,80.20,9.36,"88.00



",,,,
2020-10-10 03:29:22 +07,1918,29.30,1008.00,80.20,9.36,"88.00



",,,,
2020-10-10 03:34:25 +07,1919,29.20,1008.00,80.70,7.56,"94.00



",,,,
2020-10-10 03:44:31 +07,1920,29.30,1008.00,80.50,7.56,"94.00



",,,,
2020-10-10 03:49:34 +07,1921,29.30,1008.00,80.40,7.56,"94.00



",,,,
2020-10-10 03:54:37 +07,1922,29.20,1008.00,80.20,12.96,"88.00



",,,,
2020-10-10 04:04:43 +07,1923,29.10,1008.00,81.00,12.96,"88.00



",,,,
2020-10-10 04:19:51 +07,1924,29.10,1008.00,81.00,12.96,"88.00



",,,,
2020-10-10 04:24:54 +07,1925,29.30,1008.00,80.10,12.96,"88.00



",,,,
2020-10-10 04:45:06 +07,1926,29.50,1008.00,78.60,14.76,"88.00



",,,,
2020-10-10 04:50:09 +07,1927,29.20,1008.00,79.70,14.76,"88.00



",,,,
2020-10-10 05:05:17 +07,1928,28.90,1008.00,80.60,11.16,"88.00



",,,,
2020-10-10 05:10:20 +07,1929,29.20,1008.00,80.30,11.16,"88.00



",,,,
2020-10-10 05:25:28 +07,1930,29.10,1008.00,80.40,11.16,"88.00



",,,,
2020-10-10 05:40:37 +07,1931,29.00,1008.00,80.70,9.36,"83.00



",,,,
2020-10-10 05:45:40 +07,1932,28.90,1008.00,80.10,9.36,"83.00



",,,,
2020-10-10 06:00:48 +07,1933,28.90,1008.00,80.10,9.36,"83.00



",,,,
2020-10-10 06:31:05 +07,1934,28.80,1009.00,81.00,11.16,"83.00



",,,,
2020-10-10 06:46:14 +07,1935,29.00,1009.00,80.40,11.16,"83.00



",,,,
2020-10-10 07:06:25 +07,1936,28.80,1010.00,81.50,11.16,"88.00



",,,,
2020-10-10 07:11:28 +07,1937,28.80,1010.00,81.80,11.16,"88.00



",,,,
2020-10-10 07:16:31 +07,1938,28.80,1010.00,82.00,11.16,"88.00



",,,,
2020-10-10 07:21:34 +07,1939,28.80,1010.00,82.30,11.16,"88.00



",,,,
2020-10-10 07:26:37 +07,1940,28.90,1010.00,82.70,18.36,"94.00



",,,,
2020-10-10 07:36:43 +07,1941,29.10,1010.00,83.80,18.36,"94.00



",,,,
2020-10-10 07:46:49 +07,1942,29.00,1010.00,85.00,18.36,"94.00



",,,,
2020-10-10 07:56:54 +07,1943,29.30,1010.00,84.30,11.16,"94.00



",,,,
2020-10-10 08:37:17 +07,1944,29.80,1011.00,82.20,18.36,"88.00



",,,,
2020-10-10 08:57:28 +07,1945,29.70,1011.00,82.50,18.36,"94.00



",,,,
2020-10-10 09:02:31 +07,1946,29.70,1011.00,82.70,18.36,"94.00



",,,,
2020-10-10 09:07:34 +07,1947,29.70,1011.00,82.80,18.36,"94.00



",,,,
2020-10-10 09:32:48 +07,1948,29.70,1011.00,82.90,16.56,"94.00



",,,,
2020-10-10 09:37:51 +07,1949,29.60,1011.00,83.20,16.56,"94.00



",,,,
2020-10-10 10:53:34 +07,1950,29.30,1011.00,84.60,18.36,"83.00



",,,,
2020-10-10 11:13:45 +07,1951,29.40,1011.00,84.70,18.36,"83.00



",,,,
2020-10-10 11:49:05 +07,1952,29.80,1011.00,84.10,5.40,"94.00



",,,,
2020-10-10 12:04:14 +07,1953,29.50,1010.00,83.80,5.40,"94.00



",,,,
2020-10-10 12:09:17 +07,1954,29.40,1010.00,84.10,5.40,"94.00



",,,,
2020-10-10 12:14:20 +07,1955,29.40,1010.00,84.20,5.40,"94.00



",,,,
2020-10-10 13:04:48 +07,1956,29.50,1009.00,84.00,12.96,"88.00



",,,,
2020-10-10 13:14:54 +07,1957,29.40,1009.00,84.50,12.96,"88.00



",,,,
2020-10-10 14:00:20 +07,1958,29.30,1008.00,84.60,7.56,"94.00



",,,,
2020-10-10 14:10:25 +07,1959,29.20,1008.00,84.70,7.56,"94.00



",,,,
2020-10-10 14:35:40 +07,1960,29.20,1008.00,84.30,9.36,"94.00



",,,,
2020-10-10 14:40:43 +07,1961,29.40,1008.00,84.20,9.36,"94.00



",,,,
2020-10-10 15:00:55 +07,1962,29.30,1008.00,84.00,12.96,"94.00



",,,,
2020-10-10 15:05:58 +07,1963,29.30,1008.00,84.00,12.96,"94.00



",,,,
2020-10-10 15:26:10 +07,1964,29.20,1008.00,84.00,12.96,"94.00



",,,,
2020-10-10 15:36:16 +07,1965,29.30,1008.00,83.60,14.76,"88.00



",,,,
2020-10-10 15:41:19 +07,1966,29.30,1008.00,83.50,14.76,"88.00



",,,,
2020-10-10 16:06:33 +07,1967,29.20,1008.00,84.30,20.52,"94.00



",,,,
2020-10-10 16:11:36 +07,1968,29.30,1008.00,84.00,20.52,"94.00



",,,,
2020-10-10 16:16:39 +07,1969,29.20,1008.00,83.90,20.52,"94.00



",,,,
2020-10-10 16:21:42 +07,1970,29.30,1008.00,83.80,20.52,"94.00



",,,,
2020-10-10 16:31:47 +07,1971,29.30,1008.00,83.70,20.52,"94.00



",,,,
2020-10-10 16:46:56 +07,1972,29.40,1008.00,83.30,20.52,"94.00



",,,,
2020-10-10 16:51:59 +07,1973,29.40,1008.00,83.30,20.52,"94.00



",,,,
2020-10-10 17:02:04 +07,1974,29.40,1008.00,83.10,25.92,"88.00



",,,,
2020-10-10 17:07:07 +07,1975,29.40,1008.00,83.00,25.92,"88.00



",,,,
2020-10-10 17:12:10 +07,1976,29.60,1008.00,82.70,25.92,"88.00



",,,,
2020-10-10 17:22:16 +07,1977,29.50,1008.00,82.80,25.92,"88.00



",,,,
2020-10-10 17:27:19 +07,1978,29.50,1008.00,83.10,25.92,"88.00



",,,,
2020-10-10 17:32:22 +07,1979,29.50,1008.00,83.20,22.32,"94.00



",,,,
2020-10-10 17:47:31 +07,1980,29.40,1008.00,83.50,22.32,"94.00



",,,,
2020-10-10 17:52:34 +07,1981,29.40,1008.00,83.60,12.96,"94.00



",,,,
2020-10-10 18:02:40 +07,1982,29.50,1008.00,84.00,12.96,"94.00



",,,,
2020-10-10 18:17:48 +07,1983,29.80,1008.00,82.70,12.96,"94.00



",,,,
2020-10-10 18:32:57 +07,1984,29.60,1008.00,83.70,12.96,"94.00



",,,,
2020-10-10 18:53:08 +07,1985,29.50,1008.00,84.00,12.96,"94.00



",,,,
2020-10-10 19:03:14 +07,1986,29.70,1008.00,83.40,11.16,"88.00



",,,,
2020-10-10 19:13:20 +07,1987,29.60,1008.00,83.70,11.16,"88.00



",,,,
2020-10-10 19:18:23 +07,1988,29.80,1008.00,83.20,11.16,"88.00



",,,,
2020-10-10 19:23:26 +07,1989,29.80,1008.00,83.00,11.16,"88.00



",,,,
2020-10-10 19:28:29 +07,1990,29.80,1008.00,82.80,11.16,"88.00



",,,,
2020-10-10 19:53:43 +07,1991,29.40,1009.00,84.10,14.76,"88.00



",,,,
2020-10-10 20:18:57 +07,1992,29.50,1009.00,84.20,14.76,"88.00



",,,,
2020-10-10 20:24:00 +07,1993,29.40,1009.00,84.30,14.76,"88.00



",,,,
2020-10-10 20:39:08 +07,1994,29.40,1009.00,84.20,12.96,"88.00



",,,,
2020-10-10 21:14:29 +07,1995,29.40,1009.00,84.70,14.76,"94.00



",,,,
2020-10-10 21:19:32 +07,1996,29.30,1009.00,85.00,14.76,"94.00



",,,,
2020-10-10 21:29:38 +07,1997,29.20,1009.00,84.60,14.76,"94.00



",,,,
2020-10-10 21:39:43 +07,1998,29.30,1009.00,83.50,14.76,"94.00



",,,,
2020-10-10 21:44:46 +07,1999,29.20,1009.00,83.80,14.76,"94.00



",,,,
2020-10-10 22:35:14 +07,2000,28.90,1009.00,81.90,18.36,"94.00



",,,,
2020-10-10 22:45:20 +07,2001,28.90,1009.00,81.90,18.36,"94.00



",,,,
2020-10-10 22:50:23 +07,2002,28.90,1009.00,82.10,18.36,"94.00



",,,,
2020-10-10 23:00:29 +07,2003,28.90,1009.00,81.80,20.52,"94.00



",,,,
2020-10-10 23:35:49 +07,2004,28.80,1009.00,81.90,20.52,"100.00



",,,,
2020-10-10 23:40:52 +07,2005,28.80,1009.00,81.90,20.52,"100.00



",,,,
2020-10-10 23:45:55 +07,2006,28.80,1009.00,82.00,20.52,"100.00



",,,,
2020-10-10 23:50:58 +07,2007,28.70,1009.00,81.90,20.52,"100.00



",,,,
2020-10-11 00:06:06 +07,2008,28.70,1008.00,81.70,14.76,"100.00



",,,,
2020-10-11 00:11:09 +07,2009,28.80,1008.00,81.30,14.76,"100.00



",,,,
2020-10-11 00:16:12 +07,2010,28.80,1008.00,81.40,14.76,"100.00



",,,,
2020-10-11 00:31:21 +07,2011,28.80,1008.00,81.10,14.76,"100.00



",,,,
2020-10-11 00:46:29 +07,2012,28.80,1008.00,80.90,14.76,"94.00



",,,,
2020-10-11 00:51:32 +07,2013,28.70,1008.00,81.20,14.76,"94.00



",,,,
2020-10-11 01:06:41 +07,2014,28.60,1007.00,81.20,18.36,"94.00



",,,,
2020-10-11 01:21:49 +07,2015,28.80,1007.00,80.80,18.36,"94.00



",,,,
2020-10-11 02:27:26 +07,2016,28.50,1007.00,80.90,25.92,"88.00



",,,,
2020-10-11 02:47:37 +07,2017,28.50,1007.00,81.10,25.92,"88.00



",,,,
2020-10-11 02:52:40 +07,2018,28.50,1007.00,81.20,25.92,"88.00



",,,,
2020-10-11 03:02:45 +07,2019,28.50,1006.00,81.20,27.72,"88.00



",,,,
2020-10-11 03:07:48 +07,2020,28.60,1006.00,80.70,27.72,"88.00



",,,,
2020-10-11 03:12:51 +07,2021,28.60,1006.00,80.40,27.72,"88.00



",,,,
2020-10-11 03:17:54 +07,2022,28.50,1006.00,80.40,27.72,"88.00



",,,,
2020-10-11 03:28:00 +07,2023,28.60,1006.00,79.80,29.52,"88.00



",,,,
2020-10-11 03:33:03 +07,2024,28.60,1006.00,80.00,29.52,"88.00



",,,,
2020-10-11 03:48:11 +07,2025,29.10,1006.00,79.20,29.52,"88.00



",,,,
2020-10-11 03:53:14 +07,2026,29.20,1006.00,78.30,29.52,"88.00



",,,,
2020-10-11 04:03:20 +07,2027,28.90,1005.00,78.70,27.72,"88.00



",,,,
2020-10-11 04:28:34 +07,2028,28.80,1005.00,80.60,27.72,"94.00



",,,,
2020-10-11 04:33:37 +07,2029,28.80,1005.00,81.30,27.72,"94.00



",,,,
2020-10-11 04:38:40 +07,2030,28.90,1005.00,81.20,27.72,"94.00



",,,,
2020-10-11 04:53:48 +07,2031,28.90,1005.00,82.00,27.72,"94.00



",,,,
2020-10-11 04:58:51 +07,2032,28.90,1005.00,82.10,27.72,"94.00



",,,,
2020-10-11 05:08:57 +07,2033,28.90,1005.00,82.40,27.72,"94.00



",,,,
2020-10-11 05:29:08 +07,2034,28.80,1005.00,82.80,29.52,"94.00



",,,,
2020-10-11 05:44:17 +07,2035,28.90,1005.00,82.70,29.52,"94.00



",,,,
2020-10-11 05:54:22 +07,2036,28.80,1005.00,83.40,29.52,"94.00



",,,,
2020-10-11 06:09:31 +07,2037,28.90,1005.00,82.90,33.48,"94.00



",,,,
2020-10-11 06:19:36 +07,2038,29.10,1005.00,83.20,33.48,"94.00



",,,,
2020-10-11 06:24:39 +07,2039,28.90,1005.00,82.70,33.48,"94.00



",,,,
2020-10-11 06:29:42 +07,2040,28.90,1006.00,83.10,31.32,"94.00



",,,,
2020-10-11 06:34:45 +07,2041,28.80,1006.00,83.40,31.32,"94.00



",,,,
2020-10-11 06:39:48 +07,2042,28.70,1006.00,83.90,31.32,"94.00



",,,,
2020-10-11 06:44:51 +07,2043,28.80,1006.00,83.80,31.32,"94.00



",,,,
2020-10-11 06:49:54 +07,2044,28.80,1006.00,84.00,31.32,"94.00



",,,,
2020-10-11 06:54:57 +07,2045,28.90,1006.00,83.60,31.32,"94.00



",,,,
2020-10-11 07:00:00 +07,2046,28.90,1005.00,83.60,35.28,"94.00



",,,,
2020-10-11 07:15:08 +07,2047,28.70,1005.00,84.20,35.28,"94.00



",,,,
2020-10-11 07:35:19 +07,2048,28.90,1005.00,84.00,29.52,"100.00



",,,,
2020-10-11 07:40:22 +07,2049,28.90,1005.00,84.10,29.52,"100.00



",,,,
2020-10-11 07:45:25 +07,2050,28.90,1005.00,84.10,29.52,"100.00



",,,,
2020-10-11 07:50:28 +07,2051,28.80,1005.00,84.30,29.52,"100.00



",,,,
2020-10-11 07:55:31 +07,2052,28.70,1005.00,84.50,29.52,"100.00



",,,,
2020-10-11 08:10:39 +07,2053,28.90,1006.00,83.30,38.88,"94.00



",,,,
2020-10-11 08:15:42 +07,2054,28.70,1006.00,83.30,38.88,"94.00



",,,,
2020-10-11 08:20:45 +07,2055,28.70,1006.00,83.50,38.88,"94.00



",,,,
2020-10-11 08:30:51 +07,2056,28.80,1006.00,82.70,40.68,"100.00



",,,,
2020-10-11 08:35:54 +07,2057,28.80,1006.00,83.00,40.68,"100.00



",,,,
2020-10-11 08:40:57 +07,2058,28.70,1006.00,83.50,40.68,"100.00



",,,,
2020-10-11 09:06:11 +07,2059,29.60,1006.00,82.50,40.68,"100.00



",,,,
2020-10-11 09:21:23 +07,2060,29.70,1006.00,82.30,40.68,"100.00



",,,,
2020-10-11 09:36:32 +07,2061,29.80,1006.00,82.40,40.68,"94.00



",,,,
2020-10-11 09:46:37 +07,2062,29.80,1006.00,82.50,40.68,"94.00



",,,,
2020-10-11 09:51:40 +07,2063,29.80,1006.00,82.40,40.68,"94.00



",,,,
